,REVIEW,SENTIMENT
5,一般都给孩子用花王的，质量和u版相比有点区别～,0.006599211134016514
6,屁屁干爽~~~ ,-0.0417930968105793
11,比较大，不漏尿，晚上戴着比较合适,-0.39656296372413635
14,   第一次买帮宝适，不知道是真的假的，感觉非常差，一点都不好爽，尿一次用手摸都感觉潮湿，也不透气。,0.019583072513341904
21,一直用花王，很少有红屁屁,-0.2439139485359192
22,外包装底部竟然开了一个扣子，难道这样验货？好在里面包装没破，打开里面感觉比之前购买的80+8更薄，还会有点小漏的感觉，没有之前好，价格还这么高，如果不是要快，也不会直接从京东超市买，郁闷。,0.0034025656059384346
31,开起来是正品。跟实体店的价钱差不多。屯货中，等宝宝出生在来追评。。。,-0.41431406140327454
38,第一次在京东买花王的纸尿裤，摸着有颗粒状的东西，不知道是不是正品,0.08122064173221588
59,   宝宝一用就捂出像痱子一样的东西，2小时一换都不行，以前用过帮宝适都不会这样，是不是假货不知道，但宝宝用的不好,0.007071156520396471
71, 尿不湿很好  还不错，质量不错，nima评价必须10各字,-0.4465312957763672
74,不红屁股 透气性好 不漏尿  刚用花王的纸尿裤也会红屁股，不过用了几次后就好了。现在长期在用了很不错。,-0.04479904845356941
76,和我之前买的不一样，做工不好，太假了，货运也慢，还不能退换,0.008514421992003918
77,不红屁股   还是好，推荐购买.....,-0.4890281856060028
84,没有红屁股，但里面确实有棉絮，也有轻度堆的现象。,0.00423419801518321
88,堂堂京东自营，也卖假货，尿不湿散发一股浓重的劣质塑料味道，跟我买的实体母婴店的货完全不一样，京东卖的要薄，实体店要厚，实体店的没有味道，且实体店卖的尿不湿上的有兔子的地方跟包装上的一样，都是一个趴着的兔子，而京东卖的包装上的兔子跟实体店卖的一样，但是里面尿不湿上的兔子就只剩和兔头，估计京东卖的极有可能是假货，请谨慎购买，严重鄙视京东自营！！！！！,0.007675776723772287
90,不红屁股   已经买了很多次了，只有这个漏尿少，不红屁屁,-0.006574428640305996
91,很好用的，不会有国产纸尿裤那样有小孩屁股红那种情况。,-0.14123636484146118
93,送货很迅速，但是用了几片之后宝宝大腿内侧出现过敏一样的红疹，看着特别心疼。马上停用。改换了进口商店买的花王S号，目前红疹情况正在好转。,0.31941482424736023
104,一直听说京东真真假假混着卖 这次不幸降临在我身上 小孩从出身到现在14个月 基本一直在京东自营买尿布 这次买到的尿布塑料味很重 小孩pp两侧起红点 问客服还说正常的 这破尿布让刘抢东女儿去用用 还正常 正你妹啊正,0.12760473787784576
108,   发的旧包装，不喜欢,0.004095918498933315
109,帮朋友买的，买过那么多箱了，这是包装最烂的一次！,0.039136167615652084
